assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
92998077,22683744,Merops superciliosus,2.1,Savanna - Dry,No,breeding,Suitable
92998077,22683744,Merops superciliosus,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
92998513,22683750,Merops philippinus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
92998513,22683750,Merops philippinus,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
92998513,22683750,Merops philippinus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
92998513,22683750,Merops philippinus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,breeding,Suitable
92998513,22683750,Merops philippinus,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
92998513,22683750,Merops philippinus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
92998513,22683750,Merops philippinus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
92998513,22683750,Merops philippinus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
92998513,22683750,Merops philippinus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
92998513,22683750,Merops philippinus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
92998888,22683753,Merops ornatus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
92998888,22683753,Merops ornatus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
92998888,22683753,Merops ornatus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
92998888,22683753,Merops ornatus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
92998888,22683753,Merops ornatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
92998888,22683753,Merops ornatus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,breeding,Suitable
92998888,22683753,Merops ornatus,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
92998888,22683753,Merops ornatus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
92998888,22683753,Merops ornatus,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
92998888,22683753,Merops ornatus,2.1,Savanna - Dry,No,breeding,Suitable
92999153,22683761,Merops leschenaulti,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
92999153,22683761,Merops leschenaulti,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
92999153,22683761,Merops leschenaulti,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable
92999153,22683761,Merops leschenaulti,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
92999153,22683761,Merops leschenaulti,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,breeding,Suitable
92999153,22683761,Merops leschenaulti,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
92999447,22683764,Merops malimbicus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
92999447,22683764,Merops malimbicus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable
92999447,22683764,Merops malimbicus,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),No,breeding,Suitable
92999447,22683764,Merops malimbicus,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),No,breeding,Suitable
92999447,22683764,Merops malimbicus,2.1,Savanna - Dry,Yes,breeding,Suitable
92999447,22683764,Merops malimbicus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,breeding,Suitable
92999447,22683764,Merops malimbicus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
92999447,22683764,Merops malimbicus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,breeding,Suitable
92999759,22683768,Merops nubicus,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),No,breeding,Suitable
92999759,22683768,Merops nubicus,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable
92999759,22683768,Merops nubicus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
92999759,22683768,Merops nubicus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
92999759,22683768,Merops nubicus,15.8,Artificial/Aquatic - Seasonally Flooded Agricultural Land,No,breeding,Suitable
92999759,22683768,Merops nubicus,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
92999759,22683768,Merops nubicus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
92999759,22683768,Merops nubicus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable
92999759,22683768,Merops nubicus,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,non-breeding,Suitable
92999759,22683768,Merops nubicus,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
92999759,22683768,Merops nubicus,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
92999759,22683768,Merops nubicus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,breeding,Suitable
92999759,22683768,Merops nubicus,2.1,Savanna - Dry,Yes,breeding,Suitable
92999759,22683768,Merops nubicus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,non-breeding,Suitable
92999759,22683768,Merops nubicus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),No,breeding,Suitable
93000205,22683772,Merops nubicoides,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93000205,22683772,Merops nubicoides,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable
93000205,22683772,Merops nubicoides,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,2.1,Savanna - Dry,Yes,non-breeding,Suitable
93000205,22683772,Merops nubicoides,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
93000205,22683772,Merops nubicoides,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,breeding,Suitable
93000205,22683772,Merops nubicoides,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable
93000205,22683772,Merops nubicoides,15.8,Artificial/Aquatic - Seasonally Flooded Agricultural Land,No,breeding,Suitable
93000205,22683772,Merops nubicoides,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),No,non-breeding,Suitable
93000205,22683772,Merops nubicoides,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
93000568,22683776,Colius striatus,2.1,Savanna - Dry,No,resident,Suitable
93000568,22683776,Colius striatus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable
93000568,22683776,Colius striatus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93000568,22683776,Colius striatus,14.5,Artificial/Terrestrial - Urban Areas,No,resident,Suitable
93000568,22683776,Colius striatus,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
93000568,22683776,Colius striatus,4.5,Grassland - Subtropical/Tropical Dry,No,resident,Suitable
93000568,22683776,Colius striatus,4.4,Grassland - Temperate,No,resident,Suitable
93000568,22683776,Colius striatus,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93000568,22683776,Colius striatus,3.7,Shrubland - Subtropical/Tropical High Altitude,No,resident,Suitable
93000568,22683776,Colius striatus,4.7,Grassland - Subtropical/Tropical High Altitude,No,resident,Suitable
93000568,22683776,Colius striatus,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
93000568,22683776,Colius striatus,7.1,Caves and Subterranean Habitats (non-aquatic) - Caves,No,resident,Suitable
93000938,22683780,Colius leucocephalus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
93000938,22683780,Colius leucocephalus,2.1,Savanna - Dry,Yes,resident,Suitable
93001121,22683784,Colius castanotus,2.1,Savanna - Dry,Yes,resident,Suitable
93001121,22683784,Colius castanotus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93001121,22683784,Colius castanotus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
93001121,22683784,Colius castanotus,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93001121,22683784,Colius castanotus,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
93001121,22683784,Colius castanotus,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
93001121,22683784,Colius castanotus,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
93001312,22683788,Colius colius,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
93001312,22683788,Colius colius,2.1,Savanna - Dry,Yes,resident,Suitable
93001312,22683788,Colius colius,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
93001312,22683788,Colius colius,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
93001312,22683788,Colius colius,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
93001520,22683792,Urocolius macrourus,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
93001520,22683792,Urocolius macrourus,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
93001520,22683792,Urocolius macrourus,2.1,Savanna - Dry,Yes,resident,Suitable
93001520,22683792,Urocolius macrourus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,resident,Suitable
93001520,22683792,Urocolius macrourus,4.4,Grassland - Temperate,No,resident,Suitable
93001520,22683792,Urocolius macrourus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
93002088,22683800,Clamator jacobinus,4.5,Grassland - Subtropical/Tropical Dry,Yes,breeding,Suitable
93002088,22683800,Clamator jacobinus,2.1,Savanna - Dry,Yes,breeding,Suitable
93002559,22683808,Clamator levaillantii,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
93002559,22683808,Clamator levaillantii,2.1,Savanna - Dry,No,non-breeding,Suitable
93002559,22683808,Clamator levaillantii,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,breeding,Suitable
93002559,22683808,Clamator levaillantii,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93002559,22683808,Clamator levaillantii,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93002963,22683816,Clamator coromandus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
93002963,22683816,Clamator coromandus,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93002963,22683816,Clamator coromandus,2.2,Savanna - Moist,No,breeding,Suitable
93002963,22683816,Clamator coromandus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
93002963,22683816,Clamator coromandus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
93002963,22683816,Clamator coromandus,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
93002963,22683816,Clamator coromandus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
93002963,22683816,Clamator coromandus,2.1,Savanna - Dry,No,breeding,Suitable
93003301,22683823,Pachycoccyx audeberti,2.1,Savanna - Dry,Yes,resident,Suitable
93003301,22683823,Pachycoccyx audeberti,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93003793,22683846,Hierococcyx varius,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93003793,22683846,Hierococcyx varius,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
93004360,22683862,Cuculus solitarius,1.9,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable
93004360,22683862,Cuculus solitarius,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93004360,22683862,Cuculus solitarius,2.1,Savanna - Dry,No,non-breeding,Suitable
93004360,22683862,Cuculus solitarius,3.7,Shrubland - Subtropical/Tropical High Altitude,No,non-breeding,Suitable
93004360,22683862,Cuculus solitarius,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93005480,22683879,Cuculus gularis,2.1,Savanna - Dry,Yes,breeding,Suitable
93005480,22683879,Cuculus gularis,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93005480,22683879,Cuculus gularis,4.4,Grassland - Temperate,No,breeding,Suitable
93005480,22683879,Cuculus gularis,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93005868,22683889,Cuculus poliocephalus,2.1,Savanna - Dry,Yes,non-breeding,Suitable
93005868,22683889,Cuculus poliocephalus,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
93005868,22683889,Cuculus poliocephalus,1.4,Forest - Temperate,No,non-breeding,Suitable
93005868,22683889,Cuculus poliocephalus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable
93006192,22683893,Cuculus rochii,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
93006192,22683893,Cuculus rochii,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable
93006192,22683893,Cuculus rochii,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93006192,22683893,Cuculus rochii,2.1,Savanna - Dry,Yes,non-breeding,Suitable
93006192,22683893,Cuculus rochii,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable
93006192,22683893,Cuculus rochii,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
93006424,22683898,Heteroscenes pallidus,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93006907,22683909,Cercococcyx olivinus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable
93006907,22683909,Cercococcyx olivinus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93007354,22683917,Cacomantis sonneratii,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93007354,22683917,Cacomantis sonneratii,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
93007354,22683917,Cacomantis sonneratii,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
93007354,22683917,Cacomantis sonneratii,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93007354,22683917,Cacomantis sonneratii,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
93007354,22683917,Cacomantis sonneratii,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93007678,22683920,Cacomantis passerinus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
93007678,22683920,Cacomantis passerinus,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93007678,22683920,Cacomantis passerinus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
93007678,22683920,Cacomantis passerinus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
93007678,22683920,Cacomantis passerinus,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
93007678,22683920,Cacomantis passerinus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93007678,22683920,Cacomantis passerinus,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93007678,22683920,Cacomantis passerinus,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
93007953,22683923,Cacomantis merulinus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93007953,22683923,Cacomantis merulinus,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
93007953,22683923,Cacomantis merulinus,4.5,Grassland - Subtropical/Tropical Dry,No,breeding,Suitable
93008289,22683932,Cacomantis castaneiventris,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
93008289,22683932,Cacomantis castaneiventris,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93008289,22683932,Cacomantis castaneiventris,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable
93008713,22683941,Cacomantis flabelliformis,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93008713,22683941,Cacomantis flabelliformis,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
93008713,22683941,Cacomantis flabelliformis,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
93008713,22683941,Cacomantis flabelliformis,1.4,Forest - Temperate,No,non-breeding,Suitable
93008961,22683944,Chalcites megarhynchus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93009115,22683968,Chalcites crassirostris,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,1.9,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable
93009115,22683968,Chalcites crassirostris,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,14.5,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,2.1,Savanna - Dry,No,non-breeding,Suitable
93009115,22683968,Chalcites crassirostris,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
93009574,22683982,Chalcites basalis,2.1,Savanna - Dry,No,breeding,Suitable
93009574,22683982,Chalcites basalis,8.1,Desert - Hot,No,non-breeding,Suitable
93009574,22683982,Chalcites basalis,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93009574,22683982,Chalcites basalis,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),No,breeding,Suitable
93009795,22683990,Chalcites ruficollis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
93009953,22683995,Chalcites meyerii,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
93009953,22683995,Chalcites meyerii,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93009953,22683995,Chalcites meyerii,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93010615,22684006,Chalcites osculans,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
93010615,22684006,Chalcites osculans,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93011027,22684017,Chrysococcyx klaas,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
93011027,22684017,Chrysococcyx klaas,2.1,Savanna - Dry,No,breeding,Suitable
93011027,22684017,Chrysococcyx klaas,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93011786,22684026,Chrysococcyx caprius,4.4,Grassland - Temperate,No,non-breeding,Suitable
93011786,22684026,Chrysococcyx caprius,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93011786,22684026,Chrysococcyx caprius,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93011786,22684026,Chrysococcyx caprius,2.1,Savanna - Dry,No,non-breeding,Suitable
93011786,22684026,Chrysococcyx caprius,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
93011786,22684026,Chrysococcyx caprius,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
93011786,22684026,Chrysococcyx caprius,8.1,Desert - Hot,Yes,breeding,Suitable
93012243,22684032,Caliechthrus leucolophus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93012243,22684032,Caliechthrus leucolophus,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93012403,22684046,Microdynamis parva,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93012559,22684049,Eudynamys scolopaceus,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
93012559,22684049,Eudynamys scolopaceus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
93012559,22684049,Eudynamys scolopaceus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
93012559,22684049,Eudynamys scolopaceus,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93012559,22684049,Eudynamys scolopaceus,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
93012559,22684049,Eudynamys scolopaceus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
93012929,22684072,Urodynamis taitensis,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93012929,22684072,Urodynamis taitensis,3.6,Shrubland - Subtropical/Tropical Moist,No,breeding,Suitable
93012929,22684072,Urodynamis taitensis,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
93013251,22684079,Scythrops novaehollandiae,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
93013251,22684079,Scythrops novaehollandiae,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
93013464,22684092,Phaenicophaeus diardi,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93013464,22684092,Phaenicophaeus diardi,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable
93013786,22684095,Phaenicophaeus sumatranus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93013786,22684095,Phaenicophaeus sumatranus,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Yes,resident,Suitable
93013786,22684095,Phaenicophaeus sumatranus,14.3,Artificial/Terrestrial - Plantations,,resident,Marginal
93013786,22684095,Phaenicophaeus sumatranus,1.8,Forest - Subtropical/Tropical Swamp,No,resident,Suitable
93014118,22684098,Phaenicophaeus tristis,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93014118,22684098,Phaenicophaeus tristis,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93014118,22684098,Phaenicophaeus tristis,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
93014118,22684098,Phaenicophaeus tristis,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
93014118,22684098,Phaenicophaeus tristis,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93014378,22684101,Phaenicophaeus viridirostris,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
93014378,22684101,Phaenicophaeus viridirostris,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93014378,22684101,Phaenicophaeus viridirostris,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93014547,22684104,Taccocua leschenaultii,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
93014547,22684104,Taccocua leschenaultii,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93014746,22684107,Rhinortha chlorophaea,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
93014746,22684107,Rhinortha chlorophaea,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93014746,22684107,Rhinortha chlorophaea,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93015295,22684123,Phaenicophaeus pyrrhocephalus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93015295,22684123,Phaenicophaeus pyrrhocephalus,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93015295,22684123,Phaenicophaeus pyrrhocephalus,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
93015650,22684126,Dasylophus superciliosus,4.5,Grassland - Subtropical/Tropical Dry,No,resident,Suitable
93015650,22684126,Dasylophus superciliosus,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93015650,22684126,Dasylophus superciliosus,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
93015650,22684126,Dasylophus superciliosus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93015822,22684129,Lepidogrammus cumingi,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93015822,22684129,Lepidogrammus cumingi,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
93016420,22684143,Coua delalandei,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
93016602,22684148,Coua gigas,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
93016602,22684148,Coua gigas,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93017795,22684192,Centropus milo,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
93017795,22684192,Centropus milo,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable
93017795,22684192,Centropus milo,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
93017795,22684192,Centropus milo,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
93017795,22684192,Centropus milo,3.5,Shrubland - Subtropical/Tropical Dry,No,resident,Suitable
93017963,22684195,Centropus goliath,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable
