assessmentId,scientificName,internalTaxonId,AOO.range,EOO.range,DepthLower.limit,DepthUpper.limit,Congregatory.value,NoThreats.noThreats,ElevationLower.limit,ElevationUpper.limit,PopulationSize.range,ThreatsUnknown.value,LocationsNumber.range,GenerationLength.range,MovementPatterns.pattern,SubpopulationNumber.range,AreaRestricted.isRestricted,CropWildRelative.isRelative,YearOfPopulationEstimate.value,InPlaceEducationControlled.value,SevereFragmentation.isFragmented,InPlaceResearchRecoveryPlan.value,InPlaceLandWaterProtectionInPA.value,InPlaceSpeciesManagementExSitu.value,InPlaceResearchMonitoringScheme.value,InPlaceEducationSubjectToPrograms.value,InPlaceSpeciesManagementHarvestPlan.value,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceEducationInternationalLegislation.value,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceLandWaterProtectionPercentProtected.value
119243358,Nestor notabilis,22684831,,119000,,,,,,2400,4000,,11-100,12,Not a Migrant,1,No,,2013,Yes,No,Yes,Yes,No,No,Yes,No,,No,Yes,"Yes, over part of range",
119260576,Nesoenas duboisi,22728712,,,,,,,,,,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,No,
119260892,Diaphorapteryx hawkinsi,22733394,,,,,,,,,,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,No,
119263428,Apus unicolor,22686806,,179000,,,,,,2500,15000-40000,,,12.5,Full Migrant,,No,,2012,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
119289544,Halcyon smyrnensis,22725846,,24700000,,,,,0,2000,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
119296025,Calidris fuscicollis,22693399,,2520000,,,Congregatory (and dispersive),,,,,,,7.4,Full Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
119347801,Platalea minor,22697568,,169000,,,Congregatory (and dispersive),,,,2250,,11-100,7.2,Full Migrant,1,No,,2017,No,No,No,Yes,No,Yes,Yes,,,Yes,No,"Yes, over entire range",
119398496,Larus relictus,22694447,,230000,,,Congregatory (and dispersive),,,,10000-19999,,6-10,6,Full Migrant,4,No,,2011,Yes,No,No,Yes,No,Yes,Yes,,,Yes,No,"Yes, over entire range",
119403602,Oxyura leucocephala,22679814,,14100000,,,Congregatory (and dispersive),,,,5300-8700,,11-100,6,Full Migrant,2-100,No,,2002,Yes,No,Yes,Yes,No,Yes,No,,,Yes,Yes,"Yes, over entire range",
119410693,Thalurania watertonii,22687402,499,39800,,,,,,700,1000-2499,,,4.2,Not a Migrant,,No,,2014,Yes,Yes,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
119421341,Tetrastes sewerzowi,22679497,,575000,,,,,1000,4000,U,,,4.5,Not a Migrant,,No,,,No,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
119423949,Threskiornis solitarius,22728791,,,,,,,,,,,,10.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,No,
119424363,Ninox ochracea,22689439,,389000,,,,,,1000,10000-19999,,,4.1,Not a Migrant,,No,,2008,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
119424909,Mascarenotus grucheti,22728866,,,,,,,,,,,,5.8,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,No,
119425323,Otus nigrorum,22725062,,41100,,,,,,,1000-2499,,,3.7,Not a Migrant,,No,,2014,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
119972083,Merops orientalis,22725876,,11600000,,,,,,2500,U,,,6.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
119973529,Merops viridissimus,22725888,,11000000,,,,,0,1250,U,,,6.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
120026910,Glareola pratincola,22694127,,21300000,,,Congregatory (and dispersive),,,2200,,,,7.3,Full Migrant,,No,,2012,No,No,No,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
121708663,Prioniturus montanus,22684954,,10400,,,,,700,,1500-7000,,,5.4,Not a Migrant,,No,,1993,Yes,No,Yes,Yes,No,No,No,,,No,No,"Yes, over entire range",
122838534,Pelecanus crispus,22697599,,12600000,,,Congregatory (and dispersive),,,,11400-13400,,11-100,11,Full Migrant,2-100,No,,2017,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
123787702,Apus acuticauda,22686853,,6500,,,,,200,2470,250-700,,2-5,12.5,Full Migrant,2-100,No,,2000,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
125046717,Paraclaravis geoffroyi,22690819,,644000,,,,,,2300,50-249,,6-10,4.6,Nomadic,1-100,No,,2003,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
125395004,Haliaeetus vociferoides,22695121,,258000,,,,,0,1200,240,,11-100,17.1,Not a Migrant,1,No,,2010,Yes,No,No,Yes,Yes,Yes,No,,,Yes,No,"Yes, over entire range",
125399142,Centropus steerii,22684225,,11700,,,,,,760,50-249,,2-5,3.8,Not a Migrant,2-100,Yes,,1999,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
125407816,Otus feae,61915272,,17,,,,,,,50-249,,1,3.7,Not a Migrant,1,,,2009,,No,,No,,,,,,,,"Yes, over entire range",
125448523,Nisaetus floris,22732096,,85900,,,,,0,1600,100-240,,11-100,18.50,Not a Migrant,1,No,,2004,Yes,Yes,No,Yes,No,No,Yes,,,Yes,No,"Yes, over entire range",
125471501,Prioniturus verticalis,22684986,,930,,,,,,,50-249,,2-5,5.4,Not a Migrant,,No,,2012,Yes,Yes,Yes,No,No,No,No,,,Yes,No,"Yes, over entire range",
125475425,Gallicolumba platenae,22690985,,6800,,,,,0,750,50-249,,2-5,6.6,Not a Migrant,2-100,Yes,,1999,No,Yes,No,Yes,No,No,Yes,,,No,No,"Yes, over entire range",
125513230,Dendrocopos noguchii,22681531,,980,,,,,,,50-249,,1,5.2,Not a Migrant,1,Yes,,1995,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
125519634,Rhabdotorrhinus waldeni,22682517,,31000,,,,,300,1200,1000-2499,,2-5,19,Not a Migrant,2-100,Yes,,2008,Yes,Yes,No,Yes,Yes,No,No,,,Yes,No,"Yes, over entire range",
125558688,Rhodonessa caryophyllacea,22680344,,1,,,Congregatory (and dispersive),,,,1-49,,,7,Not a Migrant,,No,,2004,Yes,No,No,No,No,No,No,,,Yes,No,"Yes, over entire range",
125574893,Alcedo euryzona,22726971,,173000,,,,,0,1500,50-249,,11-100,4.5,Not a Migrant,2-100,No,,2014,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
125706121,Psophia obscura,45470702,,241000,,,,,,,50-249,,,10.4,Not a Migrant,,No,,2014,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
126028398,Oxypogon cyanolaemus,22726798,,2800,,,,,3000,5200,50-249,,,4.2,Not a Migrant,1,No,,2015,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,"Yes, over entire range",91-100
126663305,Crax pinima,45092131,,313000,,,,,,900,1-49,,,11.5,Not a Migrant,,No,,2014,No,No,Yes,Yes,Yes,No,No,,,No,No,"Yes, over entire range",
126746836,Pauxi unicornis,45090397,,14000,,,,,450,1150,1000-4999,,6-10,14.5,Not a Migrant,2-100,No,,2007,No,No,Yes,Yes,No,No,Yes,No,,No,No,"Yes, over entire range",
126893184,Charadrius obscurus,62290750,,2200,,,,,,1000,60-80,,11-100,5,Not a Migrant,1,No,,2017,No,Yes,Yes,No,No,No,No,,,No,Yes,"Yes, over part of range",
126898664,Pareudiastes silvestris,22692857,,1,,,,,0,600,1-49,,1,5.9,Not a Migrant,1,Yes,,2000,No,No,No,No,No,No,Yes,,,No,No,"Yes, over part of range",
126994703,Pauxi koepckeae,45090459,,620,,,,,1100,1450,50-249,,6-10,14.5,Not a Migrant,1,No,,2007,No,No,No,Yes,No,No,Yes,No,,No,No,"Yes, over entire range",
127590617,Crax alberti,22678525,,71100,,,,,0,1200,1000-2499,,2-5,11.5,Not a Migrant,2-100,No,,2016,No,Yes,Yes,Yes,Yes,No,Yes,,,Yes,No,"Yes, over entire range",
128903025,Aythya innotata,22680380,,600,,,Congregatory (and dispersive),,750,1500,20-49,,1,7.7,Not a Migrant,1,Yes,,2012,No,No,Yes,Yes,Yes,No,Yes,,,No,No,"Yes, over entire range",
129084352,Pampusana erythroptera,22691030,,163000,,,,,0,,150,,2-5,6.6,Not a Migrant,2-100,Yes,,2016,No,Yes,Yes,No,No,No,No,,,No,Yes,"Yes, over entire range",
129328996,Aegotheles savesi,22689559,,12,,,,,,800,1-49,,2-5,5.4,Not a Migrant,2-100,Yes,,2000,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
129449004,Pareudiastes pacificus,22692854,,1,,,,,0,,1-49,,1,5.9,Not a Migrant,1,Yes,,2000,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
129456278,Neotis ludwigii,22691910,,1630000,,,,,,,,,,10.30,Full Migrant,,No,,2015,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129560535,Himantopus novaezelandiae,22693690,,3300,,,,,0,,1-49,,1,7.3,Not a Migrant,1,Yes,,2017,No,No,Yes,No,Yes,Yes,No,,,No,Yes,"Yes, over part of range",
129595746,Pithecophaga jefferyi,22696012,,551000,,,,,150,1800,180-500,,11-100,18.50,Not a Migrant,2-100,No,,2003,Yes,Yes,No,Yes,Yes,No,Yes,,,Yes,No,"Yes, over entire range",
129607986,Ninox spilocephala,22728252,,180000,,,,,0,1000,U,,,4.1,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
129622366,Charmosyna amabilis,22684693,,37100,,,,,120,1000,1-49,,2-5,3.7,Nomadic,2-100,Yes,,2005,Yes,No,Yes,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
129640736,Todiramphus gambieri,22683499,,60,,,,,0,,100,,1,4.8,Not a Migrant,1,Yes,,2014,No,No,Yes,Yes,No,No,Yes,No,,No,Yes,"Yes, over entire range",
129653281,Calidris bairdii,22693404,,7460000,,,Congregatory (and dispersive),,2500,4700,,,,7.4,Full Migrant,,No,,2012,No,No,No,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
129656213,Threskiornis spinicollis,22697525,,9580000,,,Congregatory (and dispersive),,,,,,,10.1,Full Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
126225505,Eriocnemis isabellae,22735457,9,44,,,,,2600,2900,250-999,,1,4.2,Not a Migrant,,No,,2014,Yes,No,No,No,No,No,No,,,Yes,No,"Yes, over entire range",
129751169,Strigops habroptila,22685245,,95100,,,,,0,700,116,,3,27,Not a Migrant,3,Yes,,2017,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, over entire range",91-100
129880815,Bugeranus carunculatus,22692129,,7270000,,,Congregatory (and dispersive),,2000,4140,6000-6300,,11-100,13,Not a Migrant,3,No,,2007,Yes,No,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,"Yes, over entire range",
129881558,Mesitornis unicolor,22692966,,140000,,,,,0,800,2500-9999,,11-100,4.2,Altitudinal Migrant,2-100,No,,1999,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129882359,Mesitornis variegatus,22692949,,183000,,,,,0,150,5300,,6,4.2,Not a Migrant,2-100,No,,1994,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129912906,Phoeniconaias minor,22697369,,27700000,,,Congregatory (and dispersive),,,,,,,15.5,Nomadic,,No,,2005,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
129913710,Tetrax tetrax,22691896,,12600000,,,,,,,,,,10.3,Full Migrant,,No,,2012,Yes,No,Yes,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
129914678,Stephanoaetus coronatus,22696201,,21000000,,,,,,,5000-50000,,,18.5,Not a Migrant,,No,,2001,Yes,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
129916593,Accipiter madagascariensis,22695613,,689000,,,,,,1500,3300-6700,,,7.2,Not a Migrant,,No,,2016,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129917069,Ardeotis arabs,22691924,,8680000,,,,,,200,U,,,15.6,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129918692,Bycanistes cylindricus,22682585,,556000,,,,,,4054,U,,,19,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
129928203,Lophura edwardsi,45354985,,18000,,,,,0,300,50-249,,6-10,5,Not a Migrant,2-100,No,,2012,Yes,Yes,Yes,Yes,Yes,No,No,,,No,No,"Yes, over entire range",
130018368,Polytelis swainsonii,22685072,,95300,,,,,,,10000-19999,,11-100,5.4,Full Migrant,1,No,,2010,Yes,No,Yes,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
130019707,Lophoictinia isura,22695010,,4730000,,,,,,1000,,,,7.6,Full Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,Yes,No,"Yes, over entire range",
130021978,Crypturellus casiquiare,22678235,,273000,,,,,100,200,U,,,6.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130022788,Crypturellus tataupa,22678238,,10600000,,,,,,1400,U,,,6.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130023191,Pternistis nobilis,22678883,,62100,,,,,1541,3700,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130023972,Arborophila torqueola,22679017,,1860000,,,,,1500,2700,U,,,5.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130024385,Arborophila rubrirostris,22679060,,192000,,,,,900,2500,U,,,5.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130025891,Amazonetta brasiliensis,22680115,,13000000,,,Congregatory (and dispersive),,,1200,,,,7,Full Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
130027350,Indicator meliphilus,22680647,,3840000,,,,,,2000,U,,,5.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130027666,Picumnus innominatus,22680694,,18200000,,,,,,3000,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130028124,Picumnus albosquamatus,22680753,,2990000,,,,,,2100,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130028402,Picumnus limae,22680762,,124000,,,,,,1000,,,3,4.2,Not a Migrant,,No,,2006,No,Yes,No,No,No,No,No,,,No,No,"Yes, over entire range",
130028768,Picumnus castelnau,22680768,,295000,,,,,,950,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130029087,Picumnus granadensis,22680777,,37200,,,,,800,2200,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130031036,Melanerpes cactorum,22680831,,1600000,,,,,,2500,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130031721,Melanerpes striatus,22680834,,122000,,,,,,2400,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130036052,Sphyrapicus nuchalis,22680871,,2440000,,,,,,2900,2000000,,,3,Full Migrant,,No,,2016,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130036416,Sphyrapicus ruber,22680874,,1920000,,,,,500,3000,2300000,,,2.9,Full Migrant,,No,,2016,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130036827,Campethera mombassica,22680906,,110000,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130037386,Dryobates minor,22681076,,39300000,,,,,,2000,2100000-4799999,,,5.2,Not a Migrant,,No,,2012,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
130038374,Veniliornis passerinus,22681199,,13200000,,,,,,1300,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130038837,Veniliornis frontalis,22681202,,252000,,,,,,2000,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130039364,Veniliornis cassini,22681219,,1750000,,,,,,1500,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130040548,Celeus lugubris,22681338,,1250000,,,,,,800,U,,,5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130040896,Campephilus pollens,22681386,,963000,,,,,900,3750,U,,,6.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130041225,Campephilus rubricollis,22681396,,7810000,,,,,,2400,U,,,6.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130041888,Chrysophlegma flavinucha,22681437,,9200000,,,,,,2750,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130042305,Picus erythropygius,22681481,,1120000,,,,,,1000,U,,,5.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130042642,Blythipicus pyrrhotis,22681546,,6750000,,,,,50,2750,U,,,5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130042987,Mulleripicus fulvus,22681575,,413000,,,,,,2200,U,,,6.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130043742,Psilopogon virens,22681591,,6680000,,,,,,3000,U,,,8.5,Altitudinal Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130044154,Psilopogon lagrandieri,22681594,,675000,,,,,,2100,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130044560,Psilopogon faiostrictus,22681606,,1600000,,,,,,900,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130044918,Psilopogon chrysopogon,22681612,,3470000,,,,,250,1500,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130045615,Psilopogon pulcherrimus,22681655,,78300,,,,,1000,3100,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130046030,Psilopogon eximius,22681665,,471000,,,,,370,1387,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130046358,Pogoniulus coryphaea,22681740,,3710000,,,,,900,3030,U,,,8.5,Altitudinal Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130046741,Pogoniulus simplex,22681754,,1100000,,,,,,1525,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130047535,Tricholaema hirsuta,22681786,,6840000,,,,,,1800,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130048043,Capito aurovirens,22681905,,1420000,,,,,,600,U,,,8.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130076475,Andigena nigrirostris,22682066,,443000,,,,,1600,2700,U,,,11.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130076817,Galbalcyrhynchus purusianus,22682170,,857000,,,,,,,U,,,6.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130078423,Brachygalba albogularis,22682183,,694000,,,,,,,U,,,6.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130078659,Malacoptila fulvogularis,22682286,,1760000,,,,,500,2300,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130078926,Malacoptila rufa,22682289,,3660000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130079195,Nonnula sclateri,22682304,,663000,,,,,,,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130079761,Nonnula ruficapilla,22682315,,3720000,,,,,,1650,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130080015,Monasa atra,22682325,,1880000,,,,,,1000,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130080398,Lophoceros camurus,22682363,,4570000,,,,,,800,U,,,9.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130080934,Lophoceros hemprichii,22682409,,1640000,,,,,,4300,U,,,9.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130081383,Bycanistes bucinator,22682548,,6520000,,,,,,2200,U,,,19,Not a Migrant,,No,,,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
130081772,Bycanistes brevis,22682570,,2420000,,,,,,2600,U,,,19,Not a Migrant,,No,,,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
130082349,Priotelus temnurus,22682748,,218000,,,,,,2000,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130082680,Trogon comptus,22682771,,153000,,,,,,1800,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130083006,Trogon melanocephalus,22682788,,1100000,,,,,,1000,,,,7.3,Not a Migrant,,No,,2008,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130083356,Trogon mexicanus,22682791,,1240000,,,,,800,3500,,,,7.3,Not a Migrant,,No,,2008,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130083709,Trogon curucui,22682816,,9670000,,,,,,1750,U,,,7.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130084088,Harpactes oreskios,22682851,,5850000,,,,,300,1500,U,,,7.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130084513,Coracias temminckii,22682905,,435000,,,,,,1150,U,,,5.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130085350,Meropogon forsteni,22683667,,295000,,,,,,1850,U,,,6.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130085733,Cuculus crassirostris,22683827,,339000,,,,,500,1400,U,,,7,Altitudinal Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130085980,Cuculus micropterus,22683870,,14400000,,,,,,2800,U,,,7,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130086915,Cercococcyx montanus,22683913,,2910000,,,,,,2800,U,,,4.2,Altitudinal Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130087242,Chrysococcyx maculatus,22684000,,4400000,,,,,,2500,U,,,4.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130087571,Chrysococcyx xanthorhynchus,22684003,,10100000,,,,,,1500,U,,,4.2,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130088089,Chrysococcyx flavigularis,22684012,,5560000,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130088567,Zanclostomus javanicus,22684110,,4300000,,,,,,1000,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130088909,Rhamphococcyx calyorhynchus,22684113,,430000,,,,,,1300,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130089475,Coua coquereli,22684152,,351000,,,,,,800,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130089830,Coua serriana,22684156,,119000,,,,,,1000,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130093879,Coua reynaudii,22684160,,526000,,,,,,2500,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130094351,Coua cursor,22684164,,91500,,,,,,200,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130094715,Coua caerulea,22684188,,529000,,,,,,1800,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130095083,Centropus toulou,22684243,,854000,,,,,,1800,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130095337,Coccycua cinerea,22684318,,2540000,,,,,,900,U,,,4.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130095627,Coccyzus lansbergi,22684346,,1050000,,,,,,800,U,,,3.8,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130095914,Piaya melanogaster,22684376,,5380000,,,,,,800,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130096625,Coccyzus vetula,22684399,,13500,,,,,,1200,U,,,3.8,Altitudinal Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130096860,Coccyzus longirostris,22684408,,125000,,,,,,2000,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130098249,Dromococcyx pavoninus,22684455,,9950000,,,,,,1600,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
130098893,Chalcopsitta duivenbodei,22684491,,159000,,,,,,200,,,,6.8,Not a Migrant,,No,,2009,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130099733,Psitteuteles goldiei,22684578,,477000,,,,,,2800,U,,,5.3,Nomadic,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130100210,Lorius lory,22684594,,1250000,,,,,,1000,U,,,8.3,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130100557,Cacatua ducorpsii,22684823,,158000,,,,,,1700,U,,,13,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
130100864,Geoffroyus geoffroyi,22684945,,4150000,,,,,,800,U,,,5.4,Not a Migrant,,No,,,Yes,No,Yes,No,No,No,No,,,No,No,"Yes, over part of range",
130101564,Prioniturus platurus,22684997,,650000,,,,,,3000,U,,,5.4,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
130102440,Agapornis swindernianus,22685338,,3020000,,,,,700,1200,U,,,5.1,Not a Migrant,,No,,,Yes,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
