assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
87636348,22715240,Phylloscopus trochilus,1.4,Forest - Temperate,Yes,breeding,Suitable
87636348,22715240,Phylloscopus trochilus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,1.1,Forest - Boreal,No,breeding,Suitable
87636348,22715240,Phylloscopus trochilus,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,2.1,Savanna - Dry,No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,14.4,Artificial/Terrestrial - Rural Gardens,Yes,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87636348,22715240,Phylloscopus trochilus,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
87661577,22729528,Phylloscopus canariensis,1.4,Forest - Temperate,No,resident,Suitable
87661577,22729528,Phylloscopus canariensis,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,resident,Suitable
87661577,22729528,Phylloscopus canariensis,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
87661577,22729528,Phylloscopus canariensis,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
87665883,22715255,Phylloscopus bonelli,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87665883,22715255,Phylloscopus bonelli,1.4,Forest - Temperate,No,breeding,Suitable
87665883,22715255,Phylloscopus bonelli,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,breeding,Suitable
87665883,22715255,Phylloscopus bonelli,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87665883,22715255,Phylloscopus bonelli,2.1,Savanna - Dry,No,non-breeding,Suitable
87665883,22715255,Phylloscopus bonelli,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87665883,22715255,Phylloscopus bonelli,5.9,Wetlands (inland) - Freshwater Springs and Oases,No,non-breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,1.4,Forest - Temperate,Yes,breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,1.1,Forest - Boreal,No,breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,2.1,Savanna - Dry,No,non-breeding,Suitable
87668662,22715260,Phylloscopus sibilatrix,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,1.1,Forest - Boreal,No,breeding,Suitable
87673832,103845882,Phylloscopus borealis,3.3,Shrubland - Boreal,Yes,breeding,Suitable
87673832,103845882,Phylloscopus borealis,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
87673832,103845882,Phylloscopus borealis,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,1.4,Forest - Temperate,Yes,breeding,Suitable
87681382,22716901,Sylvia atricapilla,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
87681382,22716901,Sylvia atricapilla,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87681382,22716901,Sylvia atricapilla,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87681382,22716901,Sylvia atricapilla,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
87681382,22716901,Sylvia atricapilla,2.1,Savanna - Dry,No,non-breeding,Suitable
87681382,22716901,Sylvia atricapilla,3.5,Shrubland - Subtropical/Tropical Dry,No,breeding,Suitable
87681382,22716901,Sylvia atricapilla,1.1,Forest - Boreal,No,breeding,Suitable
87716403,22716937,Curruca nisoria,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87716403,22716937,Curruca nisoria,1.4,Forest - Temperate,Yes,breeding,Suitable
87716403,22716937,Curruca nisoria,3.4,Shrubland - Temperate,No,breeding,Suitable
87716403,22716937,Curruca nisoria,2.1,Savanna - Dry,No,non-breeding,Suitable
87716403,22716937,Curruca nisoria,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87716403,22716937,Curruca nisoria,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
87755889,22716971,Curruca mystacea,12.5,Marine Intertidal - Salt Marshes (Emergent Grasses),No,non-breeding,Suitable
87755889,22716971,Curruca mystacea,8.1,Desert - Hot,No,non-breeding,Suitable
87755889,22716971,Curruca mystacea,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87755889,22716971,Curruca mystacea,2.1,Savanna - Dry,No,non-breeding,Suitable
87755889,22716971,Curruca mystacea,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87755889,22716971,Curruca mystacea,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87766144,22735017,Curruca sarda,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87766144,22735017,Curruca sarda,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Yes,non-breeding,Suitable
87767500,22716776,Panurus biarmicus,5.14,"Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes",No,non-breeding,Suitable
87767500,22716776,Panurus biarmicus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,non-breeding,Suitable
87767500,22716776,Panurus biarmicus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Yes,non-breeding,Suitable
87767500,22716776,Panurus biarmicus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
87781502,22735002,Regulus ignicapilla,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
87781502,22735002,Regulus ignicapilla,1.4,Forest - Temperate,Yes,non-breeding,Suitable
87781502,22735002,Regulus ignicapilla,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,non-breeding,Suitable
87783769,22734358,Regulus madeirensis,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
87783769,22734358,Regulus madeirensis,3.7,Shrubland - Subtropical/Tropical High Altitude,Yes,resident,Suitable
87827898,22711211,Sitta tephronota,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Yes,resident,Suitable
87827898,22711211,Sitta tephronota,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,No,resident,Suitable
87827898,22711211,Sitta tephronota,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,resident,Suitable
87827898,22711211,Sitta tephronota,3.7,Shrubland - Subtropical/Tropical High Altitude,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,1.4,Forest - Temperate,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,14.5,Artificial/Terrestrial - Urban Areas,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
87839163,22711249,Certhia brachydactyla,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
87844468,22710881,Pastor roseus,6,"Rocky areas (eg. inland cliffs, mountain peaks)",No,breeding,Suitable
87844468,22710881,Pastor roseus,4.4,Grassland - Temperate,Yes,breeding,Suitable
87844468,22710881,Pastor roseus,2.1,Savanna - Dry,No,non-breeding,Suitable
87844468,22710881,Pastor roseus,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
87844468,22710881,Pastor roseus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
87844468,22710881,Pastor roseus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87851643,22710893,Sturnus unicolor,4.4,Grassland - Temperate,No,resident,Suitable
87851643,22710893,Sturnus unicolor,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,resident,Suitable
87851643,22710893,Sturnus unicolor,14.5,Artificial/Terrestrial - Urban Areas,No,resident,Suitable
87851643,22710893,Sturnus unicolor,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
87851643,22710893,Sturnus unicolor,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
87871094,103888106,Turdus merula,1.4,Forest - Temperate,Yes,non-breeding,Suitable
87871094,103888106,Turdus merula,4.4,Grassland - Temperate,No,non-breeding,Suitable
87871094,103888106,Turdus merula,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,No,non-breeding,Suitable
87871094,103888106,Turdus merula,1.9,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable
87871094,103888106,Turdus merula,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
87871094,103888106,Turdus merula,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87871094,103888106,Turdus merula,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87871094,103888106,Turdus merula,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
87871094,103888106,Turdus merula,3.4,Shrubland - Temperate,No,breeding,Suitable
87871094,103888106,Turdus merula,1.1,Forest - Boreal,No,breeding,Suitable
87874379,22708816,Turdus pilaris,1.4,Forest - Temperate,Yes,non-breeding,Suitable
87874379,22708816,Turdus pilaris,4.4,Grassland - Temperate,No,non-breeding,Suitable
87874379,22708816,Turdus pilaris,1.1,Forest - Boreal,Yes,breeding,Suitable
87874379,22708816,Turdus pilaris,3.4,Shrubland - Temperate,No,non-breeding,Suitable
87874379,22708816,Turdus pilaris,3.3,Shrubland - Boreal,No,breeding,Suitable
87874379,22708816,Turdus pilaris,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
87874379,22708816,Turdus pilaris,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
87874379,22708816,Turdus pilaris,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87878799,22708829,Turdus viscivorus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
87878799,22708829,Turdus viscivorus,1.4,Forest - Temperate,Yes,non-breeding,Suitable
87878799,22708829,Turdus viscivorus,1.1,Forest - Boreal,No,non-breeding,Suitable
87878799,22708829,Turdus viscivorus,3.4,Shrubland - Temperate,No,non-breeding,Suitable
87878799,22708829,Turdus viscivorus,1.9,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable
87878799,22708829,Turdus viscivorus,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
87878799,22708829,Turdus viscivorus,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
87878799,22708829,Turdus viscivorus,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87878799,22708829,Turdus viscivorus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87878799,22708829,Turdus viscivorus,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,passage,Suitable
87882842,22709691,Luscinia luscinia,1.4,Forest - Temperate,Yes,breeding,Suitable
87882842,22709691,Luscinia luscinia,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,3.4,Shrubland - Temperate,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
87882842,22709691,Luscinia luscinia,4.4,Grassland - Temperate,No,breeding,Suitable
87882842,22709691,Luscinia luscinia,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,breeding,Suitable
87886433,22709701,Calliope calliope,1.4,Forest - Temperate,No,breeding,Suitable
87886433,22709701,Calliope calliope,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable
87886433,22709701,Calliope calliope,3.6,Shrubland - Subtropical/Tropical Moist,No,non-breeding,Suitable
87886433,22709701,Calliope calliope,1.1,Forest - Boreal,No,breeding,Suitable
87886433,22709701,Calliope calliope,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87886433,22709701,Calliope calliope,3.4,Shrubland - Temperate,No,breeding,Suitable
87886433,22709701,Calliope calliope,3.3,Shrubland - Boreal,Yes,breeding,Suitable
87886433,22709701,Calliope calliope,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",No,non-breeding,Suitable
87886433,22709701,Calliope calliope,14.5,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable
87886433,22709701,Calliope calliope,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
87886433,22709701,Calliope calliope,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
87886433,22709701,Calliope calliope,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87892860,105294257,Tarsiger cyanurus,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
87892860,105294257,Tarsiger cyanurus,1.4,Forest - Temperate,No,breeding,Suitable
87892860,105294257,Tarsiger cyanurus,1.1,Forest - Boreal,Yes,breeding,Suitable
87892860,105294257,Tarsiger cyanurus,1.9,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable
87893515,22709758,Irania gutturalis,8.1,Desert - Hot,No,breeding,Suitable
87893515,22709758,Irania gutturalis,6,"Rocky areas (eg. inland cliffs, mountain peaks)",No,breeding,Suitable
87893515,22709758,Irania gutturalis,4.5,Grassland - Subtropical/Tropical Dry,No,breeding,Suitable
87893515,22709758,Irania gutturalis,3.7,Shrubland - Subtropical/Tropical High Altitude,No,breeding,Suitable
87893515,22709758,Irania gutturalis,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87893515,22709758,Irania gutturalis,2.1,Savanna - Dry,No,non-breeding,Suitable
87893515,22709758,Irania gutturalis,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
87893515,22709758,Irania gutturalis,14.4,Artificial/Terrestrial - Rural Gardens,,non-breeding,Marginal
87906903,22710156,Saxicola rubetra,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,3.3,Shrubland - Boreal,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,3.4,Shrubland - Temperate,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87906903,22710156,Saxicola rubetra,4.4,Grassland - Temperate,No,breeding,Suitable
87906903,22710156,Saxicola rubetra,4.5,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable
87906903,22710156,Saxicola rubetra,1.4,Forest - Temperate,No,breeding,Suitable
87927176,22710308,Oenanthe pleschanka,1.5,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable
