internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22717352,Spizocorys conirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Spizocorys,conirostris,,,,,"(Sundevall, 1850)",
22717360,Spizocorys obbiensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Spizocorys,obbiensis,,,,,"Witherby, 1905",
22717364,Spizocorys personata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Spizocorys,personata,,,,,"Sharpe, 1895",
22717372,Spizocorys starki,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Spizocorys,starki,,,,,"(Shelley, 1902)",<p><em>Spizocorys starki </em>(del Hoyo and Collar 2016) was previously listed as <em>Eremalauda starki</em>.</p>
103765809,Eremalauda dunni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Eremalauda,dunni,,,,,"(Shelley, 1904)","<p><em>Eremalauda dunni </em>and<em> E. eremodites</em> (del Hoyo and Collar 2016) were previously lumped as<em> E. dunni</em> following AERC TAC (2003), Cramp et al. (1977-1994), Dowsett &amp; Forbes-Watson (1993) and Sibley &amp; Monroe (1990, 1993).</p>"
22717398,Galerida modesta,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Galerida,modesta,,,,,"Heuglin, 1864",
22717402,Galerida magnirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Galerida,magnirostris,,,,,"(Stephens, 1826)",
22717407,Spizocorys fremantlii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Spizocorys,fremantlii,,,,,"(Lort Phillips, 1897)",<p><em>Spizocorys fremantlii </em>(del Hoyo and Collar 2016) was previously listed as <em>Pseudalaemon fremantlii</em>.</p>
22717424,Alauda gulgula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Alauda,gulgula,,,,,"Franklin, 1831",
22717438,Eremophila bilopha,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Eremophila,bilopha,,,,,"(Temminck, 1823)",
22717447,Promerops cafer,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PROMEROPIDAE,Promerops,cafer,,,,,"(Linnaeus, 1758)",
22717451,Prionochilus olivaceus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,olivaceus,,,,,"Tweeddale, 1877",
22717454,Prionochilus maculatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,maculatus,,,,,"(Temminck & Laugier, 1836)",
22717457,Prionochilus percussus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,percussus,,,,,"(Temminck & Laugier, 1826)",
22717460,Prionochilus plateni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,plateni,,,,,"Blasius, 1888",
22717466,Prionochilus thoracicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Prionochilus,thoracicus,,,,,"(Temminck & Laugier, 1836)",
22717469,Dicaeum annae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,annae,,,,,"(Büttikofer, 1894)",
22717484,Dicaeum chrysorrheum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,chrysorrheum,,,,,"Temminck & Laugier, 1829",
22717487,Dicaeum melanozanthum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,melanozanthum,,,,,"(Blyth, 1843)","<p><em>Dicaeum melanozanthum </em>(del Hoyo and Collar 2016) was previously listed as <em>D. melanoxanthum </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717497,Dicaeum nigrilore,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,nigrilore,,,,,"Hartert, 1904",
22717503,Dicaeum bicolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,bicolor,,,,,"(Bourns & Worcester, 1894)",
22717516,Dicaeum retrocinctum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,retrocinctum,,,,,"Gould, 1872",
22717519,Dicaeum trigonostigma,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,trigonostigma,,,,,"(Scopoli, 1786)",
22717522,Dicaeum hypoleucum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,hypoleucum,,,,,"Sharpe, 1876",
22717525,Dicaeum erythrorhynchos,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,erythrorhynchos,,,,,"(Latham, 1790)",
103776128,Dicaeum concolor,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,concolor,,,,,"Jerdon, 1840","<p><em>Dicaeum concolor</em> and <em>D. minullum </em>(del Hoyo and Collar 2016) were previously lumped as <em>D. concolor </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717531,Dicaeum pygmaeum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,pygmaeum,,,,,"(Kittlitz, 1833)",
22717534,Dicaeum nehrkorni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,nehrkorni,,,,,"Blasius, 1886",
103776345,Dicaeum erythrothorax,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,erythrothorax,,,,,"Lesson &amp; Garnot, 1828","<p><em>Dicaeum erythrothorax</em> and <em>D. schistaceiceps </em>(del Hoyo and Collar 2016) were previously lumped as <em>D. erythrothorax </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717543,Dicaeum pectorale,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,pectorale,,,,,"Müller, 1843",
22717549,Dicaeum nitidum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,nitidum,,,,,"Tristram, 1889",
22717555,Dicaeum aeneum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,aeneum,,,,,"Pucheran, 1853",
22717558,Dicaeum tristrami,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,tristrami,,,,,"Sharpe, 1884",
22717562,Dicaeum igniferum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,igniferum,,,,,"Wallace, 1863",
22717565,Dicaeum maugei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,maugei,,,,,"Lesson, 1830",
103776843,Dicaeum ignipectus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,ignipectus,,,,,"(Blyth, 1843)","<p><em>Dicaeum ignipectus</em>, <em>D. cambodianum</em>, <em>D. beccarii</em> and <em>D. luzoniense </em>(del Hoyo and Collar 2016) were previously lumped as <em>D. ignipectus </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103777963,Dicaeum hirundinaceum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,hirundinaceum,,,,,"(Shaw, 1792)","<p><em>Dicaeum hirundinaceum</em>, <em>D. ignicolle</em> and <em>D. keiense </em>(del Hoyo and Collar 2016) were previously lumped as <em>D. hirundinaceum </em>following Christidis &amp; Boles (2008); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717584,Dicaeum cruentatum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,cruentatum,,,,,"(Linnaeus, 1758)",
22717587,Dicaeum trochileum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,trochileum,,,,,"(Sparrman, 1789)",
103792577,Deleornis fraseri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Deleornis,fraseri,,,,,"(Jardine &amp; Selby, 1843)",<p><em>Deleornis fraseri </em>and <em>D. axillaris </em>(del Hoyo and Collar 2016) were previously lumped and placed in the genus <em>Anthreptes</em> as <em>A. fraseri </em>following Dowsett &amp; Forbes-Watson (1993).</p>  <p>&#160;</p>
22717602,Anthreptes reichenowi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,reichenowi,,,,,"Gunning, 1909",
22717606,Anthreptes anchietae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,anchietae,,,,,"(Barboza du Bocage, 1878)",
22717611,Anthreptes simplex,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,simplex,,,,,"(Müller, 1843)",
103792612,Anthreptes malacensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,malacensis,,,,,"(Scopoli, 1786)","<p><em>Anthreptes malacensis </em>and <em>A. griseigularis </em>(del Hoyo and Collar 2016) were previously lumped as <em>A. malacensis </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717618,Anthreptes rhodolaemus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,rhodolaemus,,,,,"Shelley, 1878",
22717626,Chalcoparia singalensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcoparia,singalensis,,,,,"(Gmelin, 1789)","<p><em>Chalcoparia singalensis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Anthreptes</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717635,Anthreptes longuemarei,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,longuemarei,,,,,"(Lesson, 1831)",
22717640,Anthreptes orientalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,orientalis,,,,,"Hartlaub, 1880",
22717645,Anthreptes neglectus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,neglectus,,,,,"Neumann, 1922",
22717649,Anthreptes aurantius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthreptes,aurantius,,,,,"Verreaux &amp; Verreaux, 1851","<p><em>Anthreptes aurantius </em>(del Hoyo and Collar 2016) was previously listed as <em>A. aurantium</em> following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717668,Hedydipna collaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Hedydipna,collaris,,,,,"(Vieillot, 1819)","<p><em>Hedydipna collaris </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Anthreptes</em> following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717676,Hedydipna metallica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Hedydipna,metallica,,,,,"(Lichtenstein, 1823)","<p><em>Hedydipna metallica </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Anthreptes</em> and listed as <em>A. metallicus </em>following AERC TAC (2003); Cramp et al. (1977-1994); Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717680,Kurochkinegramma hypogrammica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Kurochkinegramma,hypogrammica,,,,,"(Müller, 1843)","<p>Molecular research by Campillo <em>et al.</em> (2018) established that the anomalous Purple-naped Sunbird (formerly <em>Hypogramma hypogrammica</em>) is sister to all members of the genus <em>Arachnothera</em> (to which it was transferred, following an earlier molecular paper, in the <em>Checklist</em> under the name Purple-naped Spiderhunter, <em>A. hypogrammica </em>(del Hoyo and Collar 2016). <br/><br/>It would still be legitimate to extend <em>Arachnothera</em> to cover the species, but given its distinctiveness (metallic plumage, unique tongue structure) Campillo <em>et al.</em> favoured its treatment in a separate genus, for which they continue to use <em>Hypogramma</em>. However, the <em>Checklist</em>&#160;(del Hoyo and Collar 2016) pointed out that <em>Hypogramma</em> is preoccupied and that an alternative generic name, <em>Kurochkinegramma </em>(Kashin,1978), had been proposed. This name is accepted here, with the English name reverting to Purple-naped Sunbird.<br/><em><br/></em>Previously the taxon was placed in the genus <em>Hypogramma </em>and listed as <em>H. hypogrammicum</em> following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717687,Cinnyris batesi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,batesi,,,,,"Ogilvie-Grant, 1908","<p><em>Cinnyris batesi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717695,Anthobaphes violacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anthobaphes,violacea,,,,,"(Linnaeus, 1766)","<p><em>Anthobaphes violacea </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717699,Cyanomitra verreauxii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cyanomitra,verreauxii,,,,,"(Smith, 1831)","<p><em>Cyanomitra verreauxii </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia</em> and listed as <em>N. veroxii </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717705,Anabathmis reichenbachii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Anabathmis,reichenbachii,,,,,"(Hartlaub, 1857)","<p><em>Anabathmis reichenbachii </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717728,Cyanomitra oritis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cyanomitra,oritis,,,,,"(Reichenow, 1892)","<p><em>Cyanomitra oritis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717738,Cyanomitra verticalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cyanomitra,verticalis,,,,,"(Latham, 1790)","<p><em>Cyanomitra verticalis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717742,Cyanomitra bannermani,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cyanomitra,bannermani,,,,,"(Grant &amp; Mackworth-Praed, 1943)","<p><em>Cyanomitra bannermani </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717750,Chalcomitra balfouri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcomitra,balfouri,,,,,"(Sclater & Hartlaub, 1881)","<p><em>Chalcomitra balfouri </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717754,Cinnyris dussumieri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,dussumieri,,,,,"(Hartlaub, 1861)","<p><em>Cinnyris dussumieri </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717762,Chalcomitra amethystina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcomitra,amethystina,,,,,"(Shaw, 1811)","<p><em>Chalcomitra amethystina </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717766,Chalcomitra rubescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcomitra,rubescens,,,,,"(Vieillot, 1819)","<p><em>Chalcomitra rubescens </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717774,Chalcomitra hunteri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcomitra,hunteri,,,,,"(Shelley, 1889)","<p><em>Chalcomitra hunteri </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717778,Chalcomitra adelberti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Chalcomitra,adelberti,,,,,"(Gervais, 1833)","<p><em>Chalcomitra adelberti </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717782,Leptocoma zeylonica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Leptocoma,zeylonica,,,,,"(Linnaeus, 1766)","<p><em>Leptocoma zeylonica </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717785,Leptocoma minima,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Leptocoma,minima,,,,,"(Sykes, 1832)","<p><em>Leptocoma minima </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717794,Leptocoma calcostetha,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Leptocoma,calcostetha,,,,,"(Jardine, 1843)","<p><em>Leptocoma calcostetha </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103804139,Cinnyris jugularis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,jugularis,,,,,"(Linnaeus, 1766)","<p><em>Cinnyris jugularis </em>and <em>C. idenburgi </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. jugularis </em>following Christidis &amp; Boles (2008); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717801,Cinnyris buettikoferi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,buettikoferi,,,,,"(Hartert, 1896)","<p><em>Cinnyris buettikoferi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717805,Cinnyris solaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,solaris,,,,,"(Temminck, 1825)","<p><em>Cinnyris solaris </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>  <p>&#160;</p>"
22717808,Cinnyris sovimanga,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,sovimanga,,,,,"(Gmelin, 1788)","<p><em>Cinnyris sovimanga </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717813,Cinnyris humbloti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,humbloti,,,,,"Milne-Edwards &amp; Oustalet, 1885","<p><em>Cinnyris humbloti </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717817,Cinnyris comorensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,comorensis,,,,,"Peters, 1864","<p><em>Cinnyris comorensis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717822,Cinnyris coquerellii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,coquerellii,,,,,"(Hartlaub, 1860)","<p><em>Cinnyris coquerellii </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717841,Cinnyris oustaleti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,oustaleti,,,,,"(Barboza du Bocage, 1878)","<p><em>Cinnyris oustaleti </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717850,Cinnyris osea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,osea,,,,,"Bonaparte, 1856","<p><em>Cinnyris osea </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following AERC TAC (2003); Cramp et al. (1977-1994); Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103803926,Cinnyris habessinicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,habessinicus,,,,,"(Ehrenberg, 1828)","<p><em>Cinnyris habessinicus </em>and <em>C. idenburgi </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. habessinica </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717862,Cinnyris lotenius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,lotenius,,,,,"(Linnaeus, 1766)","<p><em>Cinnyris lotenius </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>and listed as <em>N. lotenia </em>following Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103797506,Cinnyris manoensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,manoensis,,,,,"Reichenow, 1907","<p><em>Cinnyris manoensis </em>and <em>C. gertrudis </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. manoensis </em>following Bowie et al. (2004), BirdLife Taxonomic Working Group.</p>  <p>&#160;</p>"
22717887,Cinnyris reichenowi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,reichenowi,,,,,"Sharpe, 1891","<p><em>Cinnyris reichenowi </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia</em> and listed as <em>N. preussi </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
103798399,Cinnyris afer,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,afer,,,,,"(Linnaeus, 1766)","<p><em>Cinnyris afer</em>, <em>C. stuhlmanni</em>, <em>C. prigoginei </em>and <em>C. ludovicensis </em>(del Hoyo and Collar 2016) were previously placed in the genus <em>Nectarinia</em> and lumped as <em>N. afra </em>following Dowsett &amp; Forbes-Watson (1993).</p>  <p>&#160;</p>"
22717919,Cinnyris chloropygius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,chloropygius,,,,,"(Jardine, 1842)","<p><em>Cinnyris chloropygius </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia</em> and listed as <em>N. chloropygia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717927,Cinnyris regius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,regius,,,,,"(Reichenow, 1893)","<p><em>Cinnyris regius </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia</em> and listed as <em>N. regia </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717936,Cinnyris moreaui,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,moreaui,,,,,"(Sclater, 1933)","<p><em>Cinnyris moreaui </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717950,Cinnyris fuscus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,fuscus,,,,,"Vieillot, 1819","<p><em>Cinnyris fuscus </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia</em> and listed as <em>N. fusca </em>following Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
22717958,Nectarinia tacazze,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,tacazze,,,,,"(Stanley, 1814)",
22717962,Nectarinia purpureiventris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,purpureiventris,,,,,"(Reichenow, 1893)",
22717966,Nectarinia bocagii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,bocagii,,,,,"Shelley, 1879",
22717970,Nectarinia kilimensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Nectarinia,kilimensis,,,,,"Shelley, 1884",
22717998,Cinnyris congensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,congensis,,,,,"(van Oort, 1910)","<p><em>Cinnyris congensis </em>(del Hoyo and Collar 2016) was previously placed in the genus <em>Nectarinia </em>following<em> </em>Dowsett &amp; Forbes-Watson (1993); Sibley &amp; Monroe (1990, 1993).</p>  <p>&#160;</p>"
