assessmentId,scientificName,internalTaxonId,doi
87874379,Turdus pilaris,22708816,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22708816A87874379.en
87878799,Turdus viscivorus,22708829,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22708829A87878799.en
87882842,Luscinia luscinia,22709691,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22709691A87882842.en
87886433,Calliope calliope,22709701,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22709701A87886433.en
87892860,Tarsiger cyanurus,105294257,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T105294257A87892860.en
87893515,Irania gutturalis,22709758,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22709758A87893515.en
87906903,Saxicola rubetra,22710156,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710156A87906903.en
87927176,Oenanthe pleschanka,22710308,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710308A87927176.en
87931767,Oenanthe isabellina,22710333,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710333A87931767.en
87933903,Monticola solitarius,22708286,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22708286A87933903.en
88032500,Petronia petronia,22718307,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718307A88032500.en
88035409,Montifringilla henrici,22734959,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22734959A88035409.en
88039291,Prunella collaris,22718617,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718617A88039291.en
88042898,Prunella atrogularis,22718644,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718644A88042898.en
88185452,Anthus berthelotii,22718508,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718508A88185452.en
88191672,Anthus hodgsoni,22718550,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718550A88191672.en
88203665,Fringilla montifringilla,22720041,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720041A88203665.en
88223299,Serinus pusillus,22720045,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720045A88223299.en
88499273,Rhodopechys sanguineus,22725105,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22725105A88499273.en
88509707,Rhodospiza obsoleta,22720532,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720532A88509707.en
88642593,Carpodacus rubicilla,22720610,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720610A88642593.en
88651987,Loxia pytyopsittacus,22720638,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720638A88651987.en
88690876,Loxia scotica,22720641,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720641A88690876.en
89289181,Emberiza citrinella,22720878,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720878A89289181.en
89314245,Emberiza melanocephala,22720990,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720990A89314245.en
89345729,Plectrophenax nivalis,22721043,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22721043A89345729.en
89516443,Oenanthe deserti,22710325,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22710325A89516443.en
89519348,Prunella montanella,22718630,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22718630A89519348.en
89641304,Emberiza rustica,22720960,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22720960A89641304.en
90011765,Melanocorypha yeltoniensis,22717301,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22717301A90011765.en
93690852,Xenicus longipes,22698580,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698580A93690852.en
93691279,Traversia lyalli,22698593,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698593A93691279.en
93691645,Hydrornis nipalensis,22698602,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698602A93691645.en
93691868,Hydrornis soror,22698605,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698605A93691868.en
93692255,Hydrornis schneideri,22698611,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698611A93692255.en
93692913,Hydrornis cyaneus,22698617,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698617A93692913.en
93693122,Hydrornis elliotii,22698625,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698625A93693122.en
93693998,Pitta sordida,103656903,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103656903A93693998.en
93694792,Pitta steerii,22698644,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698644A93694792.en
93695101,Erythropitta kochi,22698648,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698648A93695101.en
93695428,Erythropitta erythrogaster,103656341,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103656341A93695428.en
93695647,Erythropitta dohertyi,22698656,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698656A93695647.en
93696083,Erythropitta venusta,22698667,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698667A93696083.en
93696398,Pitta angolensis,22698671,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698671A93696398.en
93696932,Pitta brachyura,22698681,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698681A93696932.en
93697612,Pitta moluccensis,22698688,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698688A93697612.en
93697903,Pitta megarhyncha,22698691,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698691A93697903.en
93698375,Pitta iris,22698697,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698697A93698375.en
93698774,Pitta anerythra,22698703,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698703A93698774.en
93699372,Smithornis sharpei,22698711,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698711A93699372.en
93700153,Corydon sumatranus,22698724,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698724A93700153.en
93700674,Eurylaimus harterti,103656950,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103656950A93700674.en
93701538,Serilophus lunatus,103656929,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103656929A93701538.en
93701800,Psarisomus dalhousiae,22698747,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698747A93701800.en
93703009,Philepitta schlegeli,22698767,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698767A93703009.en
93703845,Mionectes striaticollis,22698790,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698790A93703845.en
93704521,Mionectes macconnelli,103680198,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103680198A93704521.en
93705065,Leptopogon taczanowskii,22698810,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698810A93705065.en
93705912,Pseudotriccus simplex,22698824,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698824A93705912.en
93706077,Pseudotriccus ruficeps,22698829,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698829A93706077.en
93706254,Poecilotriccus ruficeps,22698834,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698834A93706254.en
93706446,Poecilotriccus capitalis,22698839,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698839A93706446.en
93706639,Poecilotriccus albifacies,22698844,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698844A93706639.en
93707153,Hemitriccus josephinae,22698863,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698863A93707153.en
93707669,Hemitriccus obsoletus,22698882,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698882A93707669.en
93708004,Hemitriccus orbitatus,22698907,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698907A93708004.en
93708803,Hemitriccus spodiops,22698929,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698929A93708803.en
93710615,Hemitriccus furcatus,22698964,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698964A93710615.en
93710895,Poecilotriccus senex,22698972,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698972A93710895.en
93711049,Poecilotriccus russatus,22698979,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698979A93711049.en
93711220,Poecilotriccus plumbeiceps,22698986,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698986A93711220.en
93711424,Poecilotriccus latirostris,22698993,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22698993A93711424.en
93711621,Poecilotriccus fumifrons,22699000,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699000A93711621.en
93712028,Todirostrum maculatum,22699018,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699018A93712028.en
93712282,Todirostrum poliocephalum,22699022,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699022A93712282.en
93713181,Todirostrum pictum,22699039,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699039A93713181.en
93713390,Todirostrum chrysocrotaphum,22699043,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699043A93713390.en
93713585,Poecilotriccus calopterus,22699047,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699047A93713585.en
93713762,Poecilotriccus pulchellus,22699054,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699054A93713762.en
93713932,Corythopis torquatus,22699061,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699061A93713932.en
93714507,Phyllomyias reiseri,22699086,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699086A93714507.en
93714671,Phyllomyias virescens,22699092,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699092A93714671.en
93714835,Phyllomyias sclateri,22699097,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699097A93714835.en
93715006,Phyllomyias griseocapilla,22699100,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699100A93715006.en
93715493,Phyllomyias plumbeiceps,22699110,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699110A93715493.en
93715652,Phyllomyias nigrocapillus,22699113,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699113A93715652.en
93715831,Phyllomyias cinereiceps,22699116,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699116A93715831.en
93715990,Phyllomyias uropygialis,22699119,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699119A93715990.en
93716554,Zimmerius bolivianus,22699132,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699132A93716554.en
93716730,Zimmerius cinereicapilla,22699135,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699135A93716730.en
93716981,Zimmerius viridiflavus,22699156,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699156A93716981.en
93717141,Ornithion inerme,22699160,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699160A93717141.en
93718334,Phaeomyias murina,103681893,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103681893A93718334.en
93719594,Sublegatus modestus,22699211,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699211A93719594.en
93720029,Myiopagis gaimardii,22699230,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699230A93720029.en
93720486,Myiopagis subplacens,22699239,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699239A93720486.en
93720844,Myiopagis cotta,22699245,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699245A93720844.en
93721019,Myiopagis viridicata,22699248,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699248A93721019.en
93721311,Pseudelaenia leucospodia,22699251,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699251A93721311.en
93722196,Elaenia spectabilis,22699265,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699265A93722196.en
93722423,Elaenia ridleyana,22699268,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699268A93722423.en
93723324,Elaenia strepera,22699277,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699277A93723324.en
93723742,Elaenia gigas,22699283,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699283A93723742.en
93724122,Elaenia cristata,22699289,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699289A93724122.en
93724998,Elaenia obscura,103681177,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103681177A93724998.en
93725203,Elaenia dayi,22699304,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699304A93725203.en
93725612,Elaenia fallax,103681452,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103681452A93725612.en
93725805,Mecocerculus leucophrys,22699313,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699313A93725805.en
93726012,Mecocerculus poecilocercus,22699316,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699316A93726012.en
93726171,Mecocerculus hellmayri,22699319,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699319A93726171.en
93726344,Mecocerculus calopterus,22699322,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699322A93726344.en
93726519,Mecocerculus minor,22699325,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699325A93726519.en
93726689,Mecocerculus stictopterus,22699328,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699328A93726689.en
93727073,Serpophaga nigricans,22699334,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699334A93727073.en
93727485,Serpophaga subcristata,103681997,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103681997A93727485.en
93727960,Inezia tenuirostris,22699346,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699346A93727960.en
93728140,Inezia inornata,22699350,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699350A93728140.en
93728524,Stigmatura budytoides,22699365,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699365A93728524.en
93728721,Uromyias agilis,22699369,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699369A93728721.en
93728894,Uromyias agraphia,22699376,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699376A93728894.en
93729059,Anairetes alpinus,22699383,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699383A93729059.en
93729347,Anairetes nigrocristatus,22699387,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699387A93729347.en
93729512,Anairetes reguloides,22699393,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699393A93729512.en
93729681,Anairetes flavirostris,22699397,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699397A93729681.en
93729887,Anairetes fernandezianus,22699401,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699401A93729887.en
93730121,Anairetes parulus,22699406,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699406A93730121.en
93730354,Tachuris rubrigastra,22699410,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699410A93730354.en
93731152,Polystictus superciliaris,22699423,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699423A93731152.en
93731375,Pseudocolopteryx sclateri,22699427,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699427A93731375.en
93731569,Pseudocolopteryx acutipennis,22699430,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699430A93731569.en
93732060,Euscarthmus meloryphus,103681055,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103681055A93732060.en
93732546,Pogonotriccus ophthalmicus,22699458,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699458A93732546.en
93732938,Pogonotriccus lanyoni,22699469,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699469A93732938.en
93733426,Pogonotriccus poecilotis,22699477,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699477A93733426.en
93733591,Phylloscartes nigrifrons,22699481,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699481A93733591.en
93733768,Pogonotriccus chapmani,22699484,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699484A93733768.en
93733938,Phylloscartes gualaquizae,22699488,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699488A93733938.en
93734157,Phylloscartes flaviventris,22699491,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699491A93734157.en
93734325,Phylloscartes roquettei,22699494,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699494A93734325.en
93734642,Phylloscartes paulista,22699497,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699497A93734642.en
93734913,Phylloscartes oustaleti,22699509,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699509A93734913.en
93736075,Phylloscartes virescens,22699527,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699527A93736075.en
93736439,Myiornis albiventris,22699534,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699534A93736439.en
93736602,Myiornis auricularis,22699539,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699539A93736602.en
93736956,Myiornis ecaudatus,22699549,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699549A93736956.en
93737365,Lophotriccus vitiosus,22699559,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699559A93737365.en
93737566,Lophotriccus eulophotes,22699564,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699564A93737566.en
93738527,Cnipodectes subbrunneus,22699590,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699590A93738527.en
93739126,Rhynchocyclus fulvipectus,22699602,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699602A93739126.en
93739834,Tolmomyias poliocephalus,22699615,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699615A93739834.en
93740074,Tolmomyias flaviventris,103680560,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103680560A93740074.en
93740329,Platyrinchus saturatus,22699626,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699626A93740329.en
93740988,Platyrinchus coronatus,22699635,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699635A93740988.en
93741402,Platyrinchus platyrhynchos,22699641,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699641A93741402.en
93742094,Onychorhynchus occidentalis,22699653,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699653A93742094.en
93742704,Myiotriccus ornatus,103680660,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103680660A93742704.en
93742873,Myiophobus flavicans,22699668,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699668A93742873.en
93743207,Myiophobus inornatus,22699674,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699674A93743207.en
93743369,Myiophobus roraimae,22699677,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699677A93743369.en
93743570,Nephelomyias pulcher,22699680,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699680A93743570.en
93743745,Nephelomyias lintoni,22699688,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699688A93743745.en
93743986,Nephelomyias ochraceiventris,22699696,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699696A93743986.en
93744147,Myiophobus fasciatus,103682408,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103682408A93744147.en
93744452,Myiophobus cryptoxanthus,22699708,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699708A93744452.en
93745294,Pyrrhomyias cinnamomeus,22699730,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699730A93745294.en
93745766,Lathrotriccus euleri,22699751,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699751A93745766.en
93746065,Lathrotriccus griseipectus,22699757,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699757A93746065.en
93746672,Aphanotriccus audax,22699770,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699770A93746672.en
93747667,Mitrephanes olivaceus,22699783,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699783A93747667.en
93748584,Contopus fumigatus,22699804,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699804A93748584.en
93749578,Contopus cinereus,103683886,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103683886A93749578.en
93750078,Contopus albogularis,22699827,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699827A93750078.en
93750251,Contopus caribaeus,22699830,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699830A93750251.en
93754981,Silvicultrix frontalis,22699898,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699898A93754981.en
93755153,Silvicultrix jelskii,22699905,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699905A93755153.en
93755311,Silvicultrix diadema,22699912,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699912A93755311.en
93755492,Silvicultrix pulchella,22699919,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699919A93755492.en
93755652,Ochthoeca cinnamomeiventris,103682781,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T103682781A93755652.en
93755837,Ochthoeca rufipectoralis,22699930,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699930A93755837.en
93756226,Ochthoeca oenanthoides,22699938,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699938A93756226.en
93756423,Ochthoeca leucophrys,22699943,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699943A93756423.en
93757121,Colorhamphus parvirostris,22699963,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699963A93757121.en
93757309,Ochthornis littoralis,22699970,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699970A93757309.en
93757674,Myiotheretes striaticollis,22699987,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699987A93757674.en
93758197,Myiotheretes fumigatus,22699997,https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22699997A93758197.en
